세계기후평년값,,,,,,,,,,
[검색조건],,,,,,,,,,
검색구분 : 월별평년값,,,,,,,,,,
멕시코,AEROP.INTERNACIONAL MERIDA,76644,1981,2011,3,25.7,39.1,10.9,26,268
멕시코,AEROP.INTERNACIONAL MERIDA,76644,1981,2014,6,28.3,38.8,21,145,244
멕시코,AEROP.INTERNACIONAL MERIDA,76644,1986,2015,1,23.4,34.7,10.4,35,227
멕시코,AEROP.INTERNACIONAL MERIDA,76644,1986,2015,2,24.6,36.7,10.8,23,236
멕시코,AEROP.INTERNACIONAL MERIDA,76644,1986,2015,4,28.1,40.4,15.1,34,282
멕시코,AEROP.INTERNACIONAL MERIDA,76644,1986,2015,5,29.1,40.7,19.3,72,295
멕시코,AEROP.INTERNACIONAL MERIDA,76644,1986,2015,6,28.4,38.7,21.1,173,244
멕시코,AEROP.INTERNACIONAL MERIDA,76644,1986,2015,7,28,36.8,20.9,150,269
모리셔스,AGALEGA,61974,1981,2010,1,27.5,31.1,24.1,274,218
모리셔스,AGALEGA,61974,1981,2010,2,27.6,31,24.2,266,198
모리셔스,AGALEGA,61974,1981,2010,3,27.8,31.5,24.3,169,231
모리셔스,AGALEGA,61974,1981,2010,4,27.8,31.3,24.5,159,244
모리셔스,AGALEGA,61974,1981,2010,5,27.2,30.3,24.4,122,250
모리셔스,AGALEGA,61974,1981,2010,6,26.1,29,23.5,82,228
모리셔스,AGALEGA,61974,1981,2010,7,25.4,28.4,22.7,92,233
모리셔스,AGALEGA,61974,1981,2010,8,25.3,28.4,22.6,57,256
모리셔스,AGALEGA,61974,1981,2010,10,26.4,29.8,23.5,88,245
모리셔스,AGALEGA,61974,1981,2010,11,27,30.5,23.8,112,249
모리셔스,AGALEGA,61974,1981,2010,12,27.5,31.1,23.9,220,251
덴마크,AKRABERG,6009,1990,2010,9,26.5,32,22.8,5,135
덴마크,AKRABERG,6009,1990,2011,9,26.5,32,22.8,5,135
덴마크,AKRABERG,6009,1990,2012,9,26.5,32,22.8,5,135
덴마크,AKRABERG,6009,1990,2013,9,26.5,32,22.8,5,135
덴마크,AKRABERG,6009,1990,2014,9,26.5,32,22.8,5,135
덴마크,AKRABERG,6009,1990,2015,9,26.5,32,22.8,5,131
덴마크,AKRABERG,6009,1990,2016,9,26.5,32,22.8,5,131
덴마크,AKRABERG,6009,1990,2017,9,26.5,32,22.8,5,134
인도네시아,ALOR/MALI KALAHAHI,97320,1981,2010,1,27.6,31.1,24.1,276,145
인도네시아,ALOR/MALI KALAHAHI,97320,1981,2010,2,27.1,30.7,23.8,270,124
인도네시아,ALOR/MALI KALAHAHI,97320,1981,2010,3,27.3,31.2,23.4,135,176
인도네시아,ALOR/MALI KALAHAHI,97320,1981,2010,4,27.5,31.8,23,88,194
인도네시아,ALOR/MALI KALAHAHI,97320,1981,2010,5,27.2,31.9,22.2,39,212
인도네시아,ALOR/MALI KALAHAHI,97320,1981,2010,6,26.2,31.4,21.2,26,205
인도네시아,ALOR/MALI KALAHAHI,97320,1981,2010,7,25.5,30.9,20.2,12,217
인도네시아,ALOR/MALI KALAHAHI,97320,1981,2010,8,26,31.1,20,8,231
인도네시아,ALOR/MALI KALAHAHI,97320,1981,2010,9,27.2,31.7,21,8,227
인도네시아,ALOR/MALI KALAHAHI,97320,1981,2010,10,28.7,32.9,22.5,18,229
인도네시아,ALOR/MALI KALAHAHI,97320,1981,2010,11,29.3,33.1,24.1,78,199
인도네시아,ALOR/MALI KALAHAHI,97320,1981,2010,12,28.5,32.2,24.5,169,152
인도네시아,AMAHAI,97722,1989,1998,1,27.3,28.5,24.6,101,131
인도네시아,AMAHAI,97722,1989,1998,2,27.3,28.5,24.6,101,131
인도네시아,AMAHAI,97722,1989,1998,3,26.8,31.4,4.3,146,247
인도네시아,AMAHAI,97722,1989,1998,4,26.8,31.4,4.3,146,247
인도네시아,AMAHAI,97722,1989,1998,5,25.1,28.6,23.4,251,105
인도네시아,AMAHAI,97722,1989,1998,6,21.7,27.8,2.8,370,122
인도네시아,AMAHAI,97722,1989,1998,7,24.7,27.8,22.8,370,122
인도네시아,AMAHAI,97722,1989,1998,8,24.5,27.7,22.5,135,166
인도네시아,AMAHAI,97722,1989,1998,9,25,28.6,22.8,135,148
인도네시아,AMAHAI,97722,1989,1998,10,25.9,30.1,23.8,103,159
인도네시아,AMAHAI,97722,1989,1998,12,27.2,31.7,2.4,103,173
스위스,ANDERMATT,6695,1981,2010,9,28,33.4,22.7,202,245
칠레,ANTOFAGASTA,85442,1981,2010,1,20.2,23.8,17.4,0,312
칠레,ANTOFAGASTA,85442,1981,2010,2,20,23.8,17.1,0,294
칠레,ANTOFAGASTA,85442,1981,2010,3,19.1,22.8,16.2,0,289
칠레,ANTOFAGASTA,85442,1981,2010,4,17.1,20.7,14.5,,249
칠레,ANTOFAGASTA,85442,1981,2010,5,15.5,19,13.2,,228
칠레,ANTOFAGASTA,85442,1981,2010,6,14.2,17.4,12.1,,200
칠레,ANTOFAGASTA,85442,1981,2010,7,13.7,16.9,11.6,,207
칠레,ANTOFAGASTA,85442,1981,2010,8,14,17,12.1,,210
칠레,ANTOFAGASTA,85442,1981,2010,10,15.8,18.9,13.9,0,250
칠레,ANTOFAGASTA,85442,1981,2010,11,17.3,20.3,15.1,,270
칠레,ANTOFAGASTA,85442,1981,2010,12,18.9,22.2,16.2,,303
브라질,ARACAJU,83096,1981,2010,1,27.2,30.3,23.7,52,278
브라질,ARACAJU,83096,1981,2010,2,27.5,30.6,24,72,243
브라질,ARACAJU,83096,1981,2010,8,24.8,27.6,21.8,108,206
브라질,ARACAJU,83096,1981,2010,9,25.3,28.1,22.5,65,234
브라질,ARACAJU,83096,1981,2010,10,26.1,29,23,61,275
브라질,ARACAJU,83096,1981,2010,11,26.6,29.7,23.4,47,272
브라질,ARACAJU,83096,1981,2010,12,27,30.1,23.7,28,283
브라질,ARAXA,83579,1981,2010,1,22.4,28,18.7,304,149
브라질,ARAXA,83579,1981,2010,2,22.5,28.4,18.7,215,171
브라질,ARAXA,83579,1981,2010,3,22.2,28.1,18.5,192,186
브라질,ARAXA,83579,1981,2010,4,21.5,27.6,17.4,78,216
브라질,ARAXA,83579,1981,2010,5,19.4,25.8,15,49,215
브라질,ARAXA,83579,1981,2010,6,18.5,25.1,13.9,11,213
브라질,ARAXA,83579,1981,2010,7,18.4,25.2,13.8,10,239
브라질,ARAXA,83579,1981,2010,8,20,27.2,15,18,252
브라질,ARAXA,83579,1981,2010,9,21.6,28.4,16.5,68,204
브라질,ARAXA,83579,1981,2010,10,22.3,28.8,17.8,124,199
브라질,ARAXA,83579,1981,2010,11,22,27.9,18,193,170
브라질,ARAXA,83579,1981,2010,12,21.9,27.5,18.4,292,137
일본,ASAHIKAWA,47407,1981,2010,1,9.4,,,70,74
일본,ASAHIKAWA,47407,1981,2010,2,8.1,,,51,106
일본,ASAHIKAWA,47407,1981,2010,3,2.8,2.6,,54,150
일본,ASAHIKAWA,47407,1981,2010,4,5.6,11.7,0,48,167
일본,ASAHIKAWA,47407,1981,2010,5,11.8,17.7,5.4,65,198
일본,ASAHIKAWA,47407,1981,2010,6,16.5,22.9,11.6,64,189
일본,ASAHIKAWA,47407,1981,2010,7,20.2,25.8,15.9,109,162
일본,ASAHIKAWA,47407,1981,2010,8,21.1,26.3,16.8,134,147
일본,ASAHIKAWA,47407,1981,2010,9,15.9,21.6,11.2,131,142
일본,ASAHIKAWA,47407,1981,2010,10,9.2,14.8,3.9,104,132
일본,ASAHIKAWA,47407,1981,2010,11,1.9,5.8,,117,64
일본,ASAHIKAWA,47407,1981,2010,12,5.4,-0.8,,97,60
프랑스,AUBENAS,7570,1981,2010,9,20.3,25.6,16.3,137,132
브라질,BACABAL,82460,1981,2010,1,27.2,32.7,22.8,264,155
브라질,BACABAL,82460,1981,2010,2,26.9,32.4,23.2,264,138
브라질,BACABAL,82460,1981,2010,3,26.8,32.3,23.4,390,140
브라질,BACABAL,82460,1981,2010,4,27.3,32.3,23.6,358,148
브라질,BACABAL,82460,1981,2010,5,27.2,32.7,23.8,195,199
브라질,BACABAL,82460,1981,2010,6,27.1,32.7,22.9,55,241
브라질,BACABAL,82460,1981,2010,7,27.3,33.1,22.3,18,262
브라질,BACABAL,82460,1981,2010,8,28,34.7,22.6,15,272
브라질,BACABAL,82460,1981,2010,9,28.9,36.1,23.1,11,241
브라질,BACABAL,82460,1981,2010,10,29.1,36.2,23.5,35,214
브라질,BACABAL,82460,1981,2010,11,28.9,35.6,23.8,68,186
브라질,BACABAL,82460,1981,2010,12,28.3,34.4,23.5,135,176
브라질,BAGE,83980,1981,2010,1,23.5,29.7,18.1,125,244
브라질,BAGE,83980,1981,2010,2,22.7,28.6,17.9,131,204
브라질,BAGE,83980,1981,2010,3,21.5,27.5,16.9,103,211
브라질,BAGE,83980,1981,2010,4,18.1,23.9,13.9,161,166
브라질,BAGE,83980,1981,2010,5,14.6,20,10.9,151,152
브라질,BAGE,83980,1981,2010,6,12.2,17.4,8.6,132,120
브라질,BAGE,83980,1981,2010,7,11.6,17,7.9,132,143
브라질,BAGE,83980,1981,2010,8,13.2,19.3,9.1,106,140
브라질,BAGE,83980,1981,2010,9,14.6,20.2,10.1,111,156
브라질,BAGE,83980,1981,2010,10,17.5,23.3,12.7,130,198
브라질,BAGE,83980,1981,2010,11,20,26.1,14.6,119,226
브라질,BAGE,83980,1981,2010,12,22.4,28.7,16.7,113,252
중국,BAISE,59211,1981,2010,1,13.5,18.3,10.3,20,80
중국,BAISE,59211,1981,2010,2,15.6,20.5,12.3,23,77
중국,BAISE,59211,1981,2010,3,19.1,24.5,15.4,35,104
중국,BAISE,59211,1981,2010,4,23.9,29.4,19.6,60,137
중국,BAISE,59211,1981,2010,5,26.4,31.8,22.2,149,159
중국,BAISE,59211,1981,2010,6,28,33.2,24.3,193,154
중국,BAISE,59211,1981,2010,7,28.4,33.7,24.8,196,181
중국,BAISE,59211,1981,2010,8,28.1,33.8,24.3,166,193
중국,BAISE,59211,1981,2010,9,26.2,32.1,22.5,109,174
중국,BAISE,59211,1981,2010,10,23,28.5,19.5,62,133
중국,BAISE,59211,1981,2010,11,18.7,24.5,15.1,36,127
중국,BAISE,59211,1981,2010,12,14.6,20.3,10.9,16,114
칠레,BALMACEDA,85874,1981,2010,1,12.1,18,6.8,24,
칠레,BALMACEDA,85874,1981,2010,2,11.9,18.7,6.1,20,
칠레,BALMACEDA,85874,1981,2010,3,9.5,16.1,4.5,40,
칠레,BALMACEDA,85874,1981,2010,4,6.3,12.1,2.3,51,
칠레,BALMACEDA,85874,1981,2010,5,3.2,7.8,0,65,
칠레,BALMACEDA,85874,1981,2010,6,0.5,4.2,-2.2,83,
칠레,BALMACEDA,85874,1981,2010,7,0,4.1,-2.9,67,
칠레,BALMACEDA,85874,1981,2010,8,1.9,6.7,-1.3,55,
칠레,BALMACEDA,85874,1981,2010,10,6.7,12.6,2.1,40,
칠레,BALMACEDA,85874,1981,2010,11,8.9,14.6,4,28,
칠레,BALMACEDA,85874,1981,2010,12,10.9,16.6,5.7,30,
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2001,1,25.8,30.8,21.8,,214
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2001,2,31.4,,,,188
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2001,3,26,32.1,21.9,128,201
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2001,4,26.7,32.5,22.7,113,198
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2001,5,26.8,32.2,22.6,153,192
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2001,6,27.2,32.5,22.7,70,213
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2001,7,27.2,32.8,22.1,89,199
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2001,8,27,32.7,22.1,90,186
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2001,9,26.5,32,22,100,135
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2001,10,26.2,31.4,22.1,165,146
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2001,11,25.8,30.7,22,212,151
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2001,12,25.6,30.5,21.9,174,179
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2006,1,25.9,30.9,33.5,134,179
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2011,1,25.9,30.9,22,146,124
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2011,2,26,31.6,21.7,110,130
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2011,3,26.2,32.1,22.2,134,133
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2011,4,26.8,32.6,22.8,115,133
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2011,5,27.1,32.7,22.8,130,136
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2011,6,27,33,22.5,74,144
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2011,7,27.3,32.9,22.4,77,133
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2011,8,27.1,32.9,22.2,79,125
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2011,9,26.6,32.2,22.2,130,101
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2011,10,26.3,31.6,22.3,158,9
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2011,11,25.9,30.6,22.3,217,9
인도네시아,BANDA ACEH/BLANG BINTANG,96011,1982,2011,12,25.8,30.7,22.2,176,9
인도네시아,BANJARMASIN/SYAMSUDIN NOOR,96685,1981,2010,1,26.4,30.7,23.6,394,94
인도네시아,BANJARMASIN/SYAMSUDIN NOOR,96685,1981,2010,2,26.6,31,23.7,299,92
인도네시아,BANJARMASIN/SYAMSUDIN NOOR,96685,1981,2010,3,26.8,31.4,23.8,309,120
인도네시아,BANJARMASIN/SYAMSUDIN NOOR,96685,1981,2010,4,27.1,32.1,24.1,243,142
인도네시아,BANJARMASIN/SYAMSUDIN NOOR,96685,1981,2010,5,27.2,32.3,24,208,153
인도네시아,BANJARMASIN/SYAMSUDIN NOOR,96685,1981,2010,6,26.8,32.1,23.3,132,143
인도네시아,BANJARMASIN/SYAMSUDIN NOOR,96685,1981,2010,7,26.3,31.9,22.5,121,181
인도네시아,BANJARMASIN/SYAMSUDIN NOOR,96685,1981,2010,8,26.5,32.7,22.2,73,165
인도네시아,BANJARMASIN/SYAMSUDIN NOOR,96685,1981,2010,9,26.9,33.3,22.4,85,150
인도네시아,BANJARMASIN/SYAMSUDIN NOOR,96685,1981,2010,10,27.1,33.3,23.1,138,148
인도네시아,BANJARMASIN/SYAMSUDIN NOOR,96685,1981,2010,11,26.8,32,23.6,266,117
인도네시아,BANJARMASIN/SYAMSUDIN NOOR,96685,1981,2010,12,26.4,30.8,23.5,373,92
스위스,BANTIGER,6634,1981,2010,9,16.2,21.9,11.2,102,176
인도네시아,BANYUWANGI,96987,1981,2000,1,27,33.4,21.9,244,131
인도네시아,BANYUWANGI,96987,1981,2000,2,26.6,33.4,22.2,212,123
인도네시아,BANYUWANGI,96987,1981,2000,3,27.1,33.2,22.1,163,164
인도네시아,BANYUWANGI,96987,1981,2000,4,27.2,33,22.5,98,174
인도네시아,BANYUWANGI,96987,1981,2000,5,26.9,32.3,21.6,89,198
인도네시아,BANYUWANGI,96987,1981,2000,6,26.3,31.5,21.7,70,190
인도네시아,BANYUWANGI,96987,1981,2000,7,25.7,30.9,20.7,68,197
인도네시아,BANYUWANGI,96987,1981,2000,8,25.6,31,20.4,54,209
인도네시아,BANYUWANGI,96987,1981,2000,9,26.2,31.8,21,57,215
인도네시아,BANYUWANGI,96987,1981,2000,10,27.3,32.9,22,58,216
인도네시아,BANYUWANGI,96987,1981,2000,11,27.6,33.5,22.2,106,183
인도네시아,BANYUWANGI,96987,1981,2000,12,27.1,34.3,21.9,179,150
인도네시아,BANYUWANGI,96987,1981,2010,1,27,33.7,22.2,238,
인도네시아,BANYUWANGI,96987,1981,2010,2,26.8,33.4,22.3,230,
인도네시아,BANYUWANGI,96987,1981,2010,3,27.2,33.4,22.3,176,
인도네시아,BANYUWANGI,96987,1981,2010,4,27.4,33.1,22.8,108,
인도네시아,BANYUWANGI,96987,1981,2010,5,27,25,1.9,93,
인도네시아,BANYUWANGI,96987,1981,2010,6,26.4,31.6,21.8,65,
인도네시아,BANYUWANGI,96987,1981,2010,7,25.7,30.8,21,65,
인도네시아,BANYUWANGI,96987,1981,2010,8,25.8,30.8,20.7,48,205
인도네시아,BANYUWANGI,96987,1981,2010,9,26.5,31.9,21.2,48,214
인도네시아,BANYUWANGI,96987,1981,2010,10,27.3,33.3,22.3,70,
인도네시아,BANYUWANGI,96987,1981,2010,11,27.7,33.7,22.7,102,
인도네시아,BANYUWANGI,96987,1981,2010,12,27.3,34.1,22.5,184,
인도네시아,BANYUWANGI,96987,1981,2012,5,27,32.5,21.9,93,
브라질,BARBALHA,82784,1981,2010,1,26.1,32.1,22,191,212
브라질,BARBALHA,82784,1981,2010,2,25.4,31.2,21.7,202,193
브라질,BARBALHA,82784,1981,2010,3,25.3,30.9,21.7,232,205
브라질,BARBALHA,82784,1981,2010,4,25.1,30.8,21.4,189,223
브라질,BARBALHA,82784,1981,2010,5,24.7,30.6,20.7,65,231
브라질,BARBALHA,82784,1981,2010,6,24.4,30.4,20,12,240
브라질,BARBALHA,82784,1981,2010,8,25.5,32.2,19.9,3,282
브라질,BARBALHA,82784,1981,2010,9,26.7,34,20.5,3,285
브라질,BARBALHA,82784,1981,2010,10,27.8,35.1,21.8,15,285
브라질,BARBALHA,82784,1981,2010,11,27.8,34.9,22.4,30,267
브라질,BARBALHA,82784,1981,2010,12,27.4,34,22.5,99,244
브라질,BARCELOS,82113,1981,2010,1,26.9,32.6,22.6,175,157
브라질,BARCELOS,82113,1981,2010,2,26.8,32.5,22.7,186,128
브라질,BARCELOS,82113,1981,2010,3,26.7,32.3,22.7,263,126
브라질,BARCELOS,82113,1981,2010,4,26.4,31.8,22.6,327,116
브라질,BARCELOS,82113,1981,2010,5,26,31.2,22.5,313,125
브라질,BARCELOS,82113,1981,2010,6,25.9,31.3,22.1,260,133
브라질,BARCELOS,82113,1981,2010,7,26,31.8,21.9,188,168
브라질,BARCELOS,82113,1981,2010,8,26.5,32.5,22.2,137,180
브라질,BARCELOS,82113,1981,2010,9,26.7,33,22.3,110,170
브라질,BARCELOS,82113,1981,2010,10,27,33.4,22.6,103,164
브라질,BARCELOS,82113,1981,2010,11,27,33.1,22.6,140,153
브라질,BARCELOS,82113,1981,2010,12,27,32.9,22.8,162,155
브라질,BARRA DO CORDA,82571,1981,2010,1,25.9,31.3,22,180,147
브라질,BARRA DO CORDA,82571,1981,2010,2,25.6,30.9,21.8,199,133
브라질,BARRA DO CORDA,82571,1981,2010,3,25.5,30.9,22,237,138
브라질,BARRA DO CORDA,82571,1981,2010,4,25.8,31.1,21.9,188,162
브라질,BARRA DO CORDA,82571,1981,2010,5,25.7,31.5,21.3,69,210
브라질,BARRA DO CORDA,82571,1981,2010,6,25.5,32.1,19.7,16,252
브라질,BARRA DO CORDA,82571,1981,2010,7,25.7,33,18.9,7,275
브라질,BARRA DO CORDA,82571,1981,2010,8,26.9,34.4,19.6,12,262
브라질,BARRA DO CORDA,82571,1981,2010,9,28.2,35.3,21.9,17,208
브라질,BARRA DO CORDA,82571,1981,2010,10,28.5,34.8,22.9,38,188
브라질,BARRA DO CORDA,82571,1981,2010,11,27.9,33.8,22.9,76,166
브라질,BARRA DO CORDA,82571,1981,2010,12,26.9,32.4,22.5,139,151
브라질,BARREIRAS,83236,1981,2010,1,25.5,31.7,20.9,165,207
브라질,BARREIRAS,83236,1981,2010,2,25.4,31.6,20.9,127,183
브라질,BARREIRAS,83236,1981,2010,3,25.1,31.3,20.8,155,199
브라질,BARREIRAS,83236,1981,2010,4,25.1,31.9,20.3,75,221
브라질,BARREIRAS,83236,1981,2010,5,24.3,32.3,18.4,24,256
브라질,BARREIRAS,83236,1981,2010,6,22.8,32,15.9,4,255
브라질,BARREIRAS,83236,1981,2010,7,22.8,32.3,15,1,281
브라질,BARREIRAS,83236,1981,2010,8,24.3,33.7,15.8,1,279
브라질,BARREIRAS,83236,1981,2010,9,26.9,35.5,18.9,10,252
브라질,BARREIRAS,83236,1981,2010,10,27.8,35.5,21.3,66,235
브라질,BARREIRAS,83236,1981,2010,11,26.4,32.8,21.4,173,186
브라질,BARREIRAS,83236,1981,2010,12,25.7,31.7,21,204,196
중국,BAYAN MOD,52495,1981,2010,1,15.9,,,,232
중국,BAYAN MOD,52495,1981,2010,2,5.2,1.9,,,227
중국,BAYAN MOD,52495,1981,2010,3,0.6,8.7,,2,268
중국,BAYAN MOD,52495,1981,2010,4,9.4,17.2,1.5,3,282
중국,BAYAN MOD,52495,1981,2010,5,16.9,24.2,8.8,10,317
중국,BAYAN MOD,52495,1981,2010,6,22.2,29.1,14.4,16,307
중국,BAYAN MOD,52495,1981,2010,7,24.5,31.1,17.4,25,297
중국,BAYAN MOD,52495,1981,2010,8,22,28.9,15.3,29,292
중국,BAYAN MOD,52495,1981,2010,9,15.9,23.2,9.1,19,269
중국,BAYAN MOD,52495,1981,2010,10,7.3,15.6,0.6,4,270
중국,BAYAN MOD,52495,1981,2010,11,-0.5,6.3,,,239
중국,BAYAN MOD,52495,1981,2010,12,-9.3,-1,-16.3,,225
벨기에,BEAUVECHAIN,6458,1981,2010,9,28.8,33.2,25.1,233,183
아일랜드,BELMULLET,3976,1981,2010,1,6.3,8.9,3.7,134,44
아일랜드,BELMULLET,3976,1981,2010,2,6.4,9.1,3.6,97,66
아일랜드,BELMULLET,3976,1981,2010,4,8.9,12.2,5.6,72,155
브라질,BELO HORIZONTE,83587,1981,2010,1,23.4,28.4,19.8,329,176
브라질,BELO HORIZONTE,83587,1981,2010,2,23.8,29,19.9,181,190
브라질,BELO HORIZONTE,83587,1981,2010,3,23.4,28.5,19.7,198,194
브라질,BELO HORIZONTE,83587,1981,2010,4,22.5,27.7,18.6,75,210
브라질,BELO HORIZONTE,83587,1981,2010,5,20.5,25.8,16.4,28,221
브라질,BELO HORIZONTE,83587,1981,2010,6,19.3,24.8,15,10,229
브라질,BELO HORIZONTE,83587,1981,2010,7,19.1,24.7,14.7,8,240
브라질,BELO HORIZONTE,83587,1981,2010,8,20.3,26.1,15.7,15,241
브라질,BELO HORIZONTE,83587,1981,2010,9,21.6,27.4,17.1,56,202
브라질,BELO HORIZONTE,83587,1981,2010,10,22.6,28.1,18.5,105,196
브라질,BELO HORIZONTE,83587,1981,2010,11,22.7,27.7,18.9,240,166
브라질,BELO HORIZONTE,83587,1981,2010,12,22.9,27.8,19.4,359,153
브라질,BELTERRA,82246,1981,2010,1,25.5,30.4,21.3,204,167
브라질,BELTERRA,82246,1981,2010,2,25,29.7,21.1,251,132
브라질,BELTERRA,82246,1981,2010,3,25,29.7,21.3,322,133
브라질,BELTERRA,82246,1981,2010,4,25.2,29.7,21.5,293,137
브라질,BELTERRA,82246,1981,2010,5,25.2,29.9,21.3,271,158
브라질,BELTERRA,82246,1981,2010,6,25,30.1,20.8,132,193
브라질,BELTERRA,82246,1981,2010,7,24.9,30.4,20.3,99,229
브라질,BELTERRA,82246,1981,2010,8,25.5,31.3,20.6,46,254
브라질,BELTERRA,82246,1981,2010,9,26.2,32.1,21.3,27,238
브라질,BELTERRA,82246,1981,2010,10,26.6,32.5,21.6,49,226
브라질,BELTERRA,82246,1981,2010,11,26.5,32.1,21.7,80,194
브라질,BELTERRA,82246,1981,2010,12,26.1,31.3,21.6,112,187
브라질,BENJAMIN CONSTANT,82410,1981,2010,1,26,31.3,21.8,332,994
브라질,BENJAMIN CONSTANT,82410,1981,2010,2,26,31.2,21.8,284,927
브라질,BENJAMIN CONSTANT,82410,1981,2010,3,26.1,31.6,21.9,299,103
브라질,BENJAMIN CONSTANT,82410,1981,2010,4,26.1,31.6,22,262,115
브라질,BENJAMIN CONSTANT,82410,1981,2010,5,25.9,31.1,21.7,208,114
브라질,BENJAMIN CONSTANT,82410,1981,2010,6,25.5,30.9,21.2,146,111
브라질,BENJAMIN CONSTANT,82410,1981,2010,7,25.6,31.3,20.8,108,141
브라질,BENJAMIN CONSTANT,82410,1981,2010,8,25.9,32.3,21.1,106,152
브라질,BENJAMIN CONSTANT,82410,1981,2010,9,26.2,32.5,21.5,136,149
브라질,BENJAMIN CONSTANT,82410,1981,2010,10,26.5,32.8,21.9,211,137
브라질,BENJAMIN CONSTANT,82410,1981,2010,11,26.3,32.1,22,247,123
브라질,BENJAMIN CONSTANT,82410,1981,2010,12,25.9,31.3,22,253,107
인도네시아,BIMA/M.SALAHUDDIN,97270,1981,2010,4,26.4,31.1,23,218,177
말레이지아,BINTULU,96441,1981,2010,1,26.2,29.9,23.5,469,145
말레이지아,BINTULU,96441,1981,2010,2,26.4,30.2,23.6,274,149
말레이지아,BINTULU,96441,1981,2010,3,26.9,31,23.8,276,176
말레이지아,BINTULU,96441,1981,2010,4,27.2,31.6,24,269,187
말레이지아,BINTULU,96441,1981,2010,5,27.4,31.9,24.1,224,202
